"평점","날짜","시간대","월","요일","요금","주"
5,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
2,"2017-07-28","프라임","July","Friday",10000,"주말"
7,"2017-07-28","프라임","July","Friday",10000,"주말"
5,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
7,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
7,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
8,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
8,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
8,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
1,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
8,"2017-07-28","데이라이트","July","Friday",10000,"주말"
10,"2017-07-28","데이라이트","July","Friday",10000,"주말"
9,"2017-07-28","데이라이트","July","Friday",10000,"주말"
5,"2017-07-28","데이라이트","July","Friday",10000,"주말"
7,"2017-07-28","데이라이트","July","Friday",10000,"주말"
9,"2017-07-28","데이라이트","July","Friday",10000,"주말"
7,"2017-07-28","데이라이트","July","Friday",10000,"주말"
9,"2017-07-28","데이라이트","July","Friday",10000,"주말"
8,"2017-07-28","데이라이트","July","Friday",10000,"주말"
7,"2017-07-28","브런치","July","Friday",10000,"주말"
9,"2017-07-28","브런치","July","Friday",10000,"주말"
9,"2017-07-28","브런치","July","Friday",10000,"주말"
9,"2017-07-28","브런치","July","Friday",10000,"주말"
7,"2017-07-28","브런치","July","Friday",10000,"주말"
9,"2017-07-28","브런치","July","Friday",10000,"주말"
9,"2017-07-28","브런치","July","Friday",10000,"주말"
7,"2017-07-28","브런치","July","Friday",10000,"주말"
10,"2017-07-28","브런치","July","Friday",10000,"주말"
8,"2017-07-28","브런치","July","Friday",10000,"주말"
8,"2017-07-28","브런치","July","Friday",10000,"주말"
6,"2017-07-28","브런치","July","Friday",10000,"주말"
9,"2017-07-28","브런치","July","Friday",10000,"주말"
7,"2017-07-28","브런치","July","Friday",10000,"주말"
9,"2017-07-28","브런치","July","Friday",10000,"주말"
10,"2017-07-28","브런치","July","Friday",10000,"주말"
8,"2017-07-28","브런치","July","Friday",10000,"주말"
5,"2017-07-28","브런치","July","Friday",10000,"주말"
10,"2017-07-28","브런치","July","Friday",10000,"주말"
10,"2017-07-28","브런치","July","Friday",10000,"주말"
8,"2017-07-28","브런치","July","Friday",10000,"주말"
8,"2017-07-28","브런치","July","Friday",10000,"주말"
10,"2017-07-28","모닝","July","Friday",7000,"주말"
9,"2017-07-28","모닝","July","Friday",7000,"주말"
9,"2017-07-28","모닝","July","Friday",7000,"주말"
8,"2017-07-28","모닝","July","Friday",7000,"주말"
8,"2017-07-28","모닝","July","Friday",7000,"주말"
9,"2017-07-28","모닝","July","Friday",7000,"주말"
10,"2017-07-28","모닝","July","Friday",7000,"주말"
7,"2017-07-28","모닝","July","Friday",7000,"주말"
8,"2017-07-28","모닝","July","Friday",7000,"주말"
7,"2017-07-28","모닝","July","Friday",7000,"주말"
4,"2017-07-28","모닝","July","Friday",7000,"주말"
8,"2017-07-28","모닝","July","Friday",7000,"주말"
8,"2017-07-28","모닝","July","Friday",7000,"주말"
8,"2017-07-28","나이트","July","Friday",8000,"주말"
10,"2017-07-28","나이트","July","Friday",8000,"주말"
7,"2017-07-28","나이트","July","Friday",8000,"주말"
10,"2017-07-28","나이트","July","Friday",8000,"주말"
10,"2017-07-28","나이트","July","Friday",8000,"주말"
10,"2017-07-28","나이트","July","Friday",8000,"주말"
10,"2017-07-28","나이트","July","Friday",8000,"주말"
8,"2017-07-28","나이트","July","Friday",8000,"주말"
7,"2017-07-28","나이트","July","Friday",8000,"주말"
1,"2017-07-28","나이트","July","Friday",8000,"주말"
8,"2017-07-28","나이트","July","Friday",8000,"주말"
1,"2017-07-28","나이트","July","Friday",8000,"주말"
5,"2017-07-28","나이트","July","Friday",8000,"주말"
10,"2017-07-28","나이트","July","Friday",8000,"주말"
1,"2017-07-28","나이트","July","Friday",8000,"주말"
7,"2017-07-28","나이트","July","Friday",8000,"주말"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
8,"2017-07-27","문라이트","July","Thursday",8000,"평일"
8,"2017-07-27","문라이트","July","Thursday",8000,"평일"
9,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
7,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
9,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
10,"2017-07-27","문라이트","July","Thursday",8000,"평일"
8,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
8,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
8,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
6,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
1,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
8,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
8,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
6,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
8,"2017-07-27","프라임","July","Thursday",9000,"평일"
8,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
1,"2017-07-27","프라임","July","Thursday",9000,"평일"
9,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","프라임","July","Thursday",9000,"평일"
7,"2017-07-27","프라임","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
5,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
1,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-27","데이라이트","July","Thursday",9000,"평일"
1,"2017-07-27","브런치","July","Thursday",8000,"평일"
9,"2017-07-27","브런치","July","Thursday",8000,"평일"
9,"2017-07-27","브런치","July","Thursday",8000,"평일"
10,"2017-07-27","브런치","July","Thursday",8000,"평일"
9,"2017-07-27","브런치","July","Thursday",8000,"평일"
10,"2017-07-27","브런치","July","Thursday",8000,"평일"
8,"2017-07-27","브런치","July","Thursday",8000,"평일"
10,"2017-07-27","브런치","July","Thursday",8000,"평일"
1,"2017-07-27","브런치","July","Thursday",8000,"평일"
8,"2017-07-27","브런치","July","Thursday",8000,"평일"
10,"2017-07-27","브런치","July","Thursday",8000,"평일"
7,"2017-07-27","브런치","July","Thursday",8000,"평일"
9,"2017-07-27","브런치","July","Thursday",8000,"평일"
1,"2017-07-27","브런치","July","Thursday",8000,"평일"
10,"2017-07-27","브런치","July","Thursday",8000,"평일"
10,"2017-07-27","브런치","July","Thursday",8000,"평일"
10,"2017-07-27","브런치","July","Thursday",8000,"평일"
9,"2017-07-27","모닝","July","Thursday",6000,"평일"
8,"2017-07-27","모닝","July","Thursday",6000,"평일"
10,"2017-07-27","모닝","July","Thursday",6000,"평일"
8,"2017-07-27","모닝","July","Thursday",6000,"평일"
8,"2017-07-27","모닝","July","Thursday",6000,"평일"
10,"2017-07-27","모닝","July","Thursday",6000,"평일"
1,"2017-07-27","모닝","July","Thursday",6000,"평일"
6,"2017-07-27","모닝","July","Thursday",6000,"평일"
9,"2017-07-27","모닝","July","Thursday",6000,"평일"
9,"2017-07-27","모닝","July","Thursday",6000,"평일"
10,"2017-07-27","모닝","July","Thursday",6000,"평일"
10,"2017-07-27","모닝","July","Thursday",6000,"평일"
8,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
9,"2017-07-27","나이트","July","Thursday",7000,"평일"
8,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
9,"2017-07-27","나이트","July","Thursday",7000,"평일"
8,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
9,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
10,"2017-07-27","나이트","July","Thursday",7000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
8,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
7,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
8,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
1,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
5,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
8,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
8,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
9,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
7,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
8,"2017-07-26","문라이트","July","Wednesday",8000,"평일"
10,"2017-07-26","프라임","July","Wednesday",9000,"평일"
10,"2017-07-26","프라임","July","Wednesday",9000,"평일"
8,"2017-07-26","프라임","July","Wednesday",9000,"평일"
9,"2017-07-26","프라임","July","Wednesday",9000,"평일"
5,"2017-07-26","프라임","July","Wednesday",9000,"평일"
8,"2017-07-26","프라임","July","Wednesday",9000,"평일"
5,"2017-07-26","프라임","July","Wednesday",9000,"평일"
10,"2017-07-26","프라임","July","Wednesday",9000,"평일"
9,"2017-07-26","프라임","July","Wednesday",9000,"평일"
10,"2017-07-26","프라임","July","Wednesday",9000,"평일"
8,"2017-07-26","프라임","July","Wednesday",9000,"평일"
